id,date,airport_code,airport_name,airport_province,location,region,latitude,longitude,incident_type,reportable_incident,incident_country,serious_incident,damage,total_injured,total_uninjured,aircraft_id,aircraft_type,aircraft_model,aircraft_make,organization,operator_type,operation_type,destination_airport_code,destination_airport_name,departure_airport_code,departure_airport_name
156386,2022-09-26 14:30:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.995,113.83111111,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,43,133094,UAS - Rotary Wing,E7500,FulcrumAir,FulcrumAir,PRIVATE,EXPERIMENTAL/TEST,YYC,Calgary Intl,YYC,Calgary Intl
156381,2022-09-22 09:50:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,18,130169,AEROPLANE,1900D,BEECH,PACIFIC COASTAL AIRLINES,COMMERCIAL,AIR TRANSPORT,YBD,BELLA COOLA,YVR,Vancouver Intl
156379,2022-10-01 16:00:00,YHZ,Stanfield Intl,NOVA SCOTIA,Halifax,ATLANTIC,44.87972222222223,63.51027777777777,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,95,129955,AEROPLANE,737-800,BOEING,1263343 ALBERTA INC. (LYNX AIR),COMMERCIAL,AIR TRANSPORT,YHZ,Stanfield Intl,YYZ,Lester B. Pearson Intl
156371,2022-09-21 18:30:00,KE6,THUNDER BAY,ONTARIO,THUNDER BAY,CENTRAL,48.37194444,89.32166667,LANDING GEAR RETRACTED/COLLAPSED(v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,5,133088,AEROPLANE,PC-12/45,PILATUS,TIMBER WOLF AIR,COMMERCIAL,AIR TRANSPORT,YFH,FORT HOPE,KE6,THUNDER BAY
156368,2022-09-23 12:38:00,YTF,ALMA,QUEBEC,ALMA,QUEBEC,50.63333333,71.48333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,2,0,133091,AEROPLANE,UNKNOWN,UNKNOWN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YTF,ALMA,YTF,ALMA
156367,2022-09-24 02:00:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,FOREIGN,45.97238611,85.0953,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,UNITED STATES,No,NONE,0,166,133085,AEROPLANE,737 MAX 8,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYZ,Lester B. Pearson Intl
156364,2022-09-26 19:52:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,92118,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YYJ,Victoria Intl
156363,2022-09-26 20:10:00,YXJ,FORT ST. JOHN,BRITISH COLUMBIA,FORT ST. JOHN,WESTERN,56.23833333,120.74027778,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,2,2,133086,AEROPLANE,PA-28-180,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YXJ,FORT ST. JOHN,YXJ,FORT ST. JOHN
156360,2022-09-26 23:02:00,YOW,MacDonald-Cartier Intl,ONTARIO,Ottawa,ONTARIO,45.3225,75.66722222,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,15,38985,AEROPLANE,DHC-8-400,DE HAVILLAND,PORTER AIRLINES INC.,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YOW,MacDonald-Cartier Intl
156359,2022-09-24 12:48:00,KJ7,Starbuck,MANITOBA,Starbuck,CENTRAL,49.70611111,97.68055556,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,133084,GLIDER,PW-6U,PEZETEL,WINNIPEG GLIDING CLUB,PRIVATE,PLEASURE/TRAVEL,KJ7,Starbuck,KJ7,Starbuck
156358,2022-07-17 11:30:00,YBU,NIPAWIN,SASKATCHEWAN,NIPAWIN,CENTRAL,53.33333333,104.0,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133083,AEROPLANE,188 B,CESSNA,Accumark Aviation,COMMERCIAL,APPLICATION,YBU,NIPAWIN,YBU,NIPAWIN
156357,2022-09-24 15:00:00,RL2,RIDEAU LAKES,ONTARIO,WESTPORT,ONTARIO,44.62096944,76.63921111,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,133093,ADVANCED ULTRALIGHT,CHALLENGER II/A,CHALLENGER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,FERRY,RL2,RIDEAU LAKES,RL2,RIDEAU LAKES
156350,2022-09-19 17:23:00,EN9,YELLOWKNIFE,NORTHWEST TERRITORIES,YELLOWKNIFE,WESTERN,62.08333333,113.31666667,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,64,132201,AEROPLANE,146 series RJ100,British Aerospace Avro ,Summit Air Ltd,COMMERCIAL,AIR TRANSPORT,DK2,DIAVIK,EN9,YELLOWKNIFE
156343,2022-09-18 10:15:00,JC5,SHAUNAVON,SASKATCHEWAN,SHAUNAVON,CENTRAL,49.55892,108.36361,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,2,0,133075,AEROPLANE,172N,CESSNA,AIRBORNE ENERGY SOLUTIONS,COMMERCIAL,INSPECTION,YEN,ESTEVAN,YYN,SWIFT CURRENT
156342,2022-09-15 01:52:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.17361111,79.935,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,129588,AEROPLANE,767-300,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,AIR TRANSPORT,YHZ,Stanfield Intl,YHM,HAMILTON
156340,2022-09-13 18:11:00,AC5,WILLIAMS LAKE,BRITISH COLUMBIA,WILLIAMS LAKE,PACIFIC,52.18333333,122.05444444,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,35995,AEROPLANE,A185 E,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,AC5,WILLIAMS LAKE,AQ4,SPRINGHOUSE AIRPARK
156332,2022-09-13 07:29:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,7,133068,AEROPLANE,757-200,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,YHM,HAMILTON
156331,2022-09-13 23:00:00,CX5,WABUSH,NEWFOUNDLAND AND LABRADOR,WABUSH,QUEBEC,52.11388889,67.89555556,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,132904,AEROPLANE,737-400,BOEING,LES INVESTISSEMENTS NOLINOR INC,COMMERCIAL,AIR TRANSPORT,CX5,WABUSH,YBG,BAGOTVILLE
156324,2022-09-11 17:48:00,YML,CHARLEVOIX,QUEBEC,La Malbaie,QUEBEC,47.5975,70.2238888888889,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,1,133063,AEROPLANE,120X,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YML,CHARLEVOIX,YML,CHARLEVOIX
156322,2022-09-09 23:50:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,42,81181,AEROPLANE,B200,BEECH,KEEWATIN AIR,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,YWG,James Armstrong Richardson Intl
156321,2022-09-12 09:42:00,EQ3,CAMROSE,ALBERTA,CAMROSE,WESTERN,52.5866116,112.5960147,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,133066,AEROPLANE,AT-502B,AIR TRACTOR,ARTY'S AIR SERVICE,COMMERCIAL,APPLICATION,FK2,BASHAW,FK2,BASHAW
156320,2022-09-10 19:56:00,YHU,St-Hubert,QUEBEC,Montreal,QUEBEC,45.52288611,73.56124167,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,129695,AEROPLANE,PA-31,PIPER,EXACT AIR,COMMERCIAL,PHOTO/SURVEY,YHU,St-Hubert,YHU,St-Hubert
156316,2022-09-05 00:50:00,YOW,MacDonald-Cartier Intl,ONTARIO,Ottawa,ONTARIO,45.3225,75.66722222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,7,129889,AEROPLANE,DHC-8-402,De Havilland Aircraft of Canada,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YOW,MacDonald-Cartier Intl
156315,2022-09-08 16:08:00,NS4,ALEXANDRIA,ONTARIO,ALEXANDRIA,ONTARIO,45.33333333,74.61666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,121,53916,AEROPLANE,152,CESSNA,LACHUTE AVIATION,COMMERCIAL,TRAINING,NS4,ALEXANDRIA,SE4,LACHUTE
156314,2022-09-07 10:15:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.94528611,122.57925556,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,8,132738,AEROPLANE,B300,RAYTHEON,PACIFIC SKY AVIATION,PRIVATE,AIR TRANSPORT,YYF,PENTICTON,YYJ,Victoria Intl
156313,2022-09-07 19:50:00,FM7,BOYLE,ALBERTA,BOYLE,WESTERN,54.87939722,112.79850833,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,133059,HELICOPTER,R44 II,ROBINSON HELICOPTER,41-9 Aerial Ltd ,COMMERCIAL,APPLICATION,FM7,BOYLE,FM7,BOYLE
156312,2022-08-06 17:50:00,YYC,Calgary Intl,ALBERTA,Calgary,PACIFIC,50.73913,115.43462,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,1,68,130404,AEROPLANE,DHC-8-400,BOMBARDIER,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YQQ,COMOX,YYC,Calgary Intl
156310,2022-08-10 21:00:00,YXT,TERRACE,BRITISH COLUMBIA,TERRACE,PACIFIC,54.46861111,128.57833333,UNABLE TO PERFORM (vi),INCIDENT REPORTABLE,CANADA,No,NONE,1,33,130498,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YXT,TERRACE
156306,2022-09-06 21:07:00,CX5,WABUSH,NEWFOUNDLAND AND LABRADOR,WABUSH,ATLANTIC,52.92277778,66.86472222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,52,122060,AEROPLANE,1900D,BEECH,PROPAIR,COMMERCIAL,AIR TRANSPORT,YMT,CHIBOUGAMAU/CHAPAIS,CX5,WABUSH
156302,2022-08-30 18:40:00,YTF,ALMA,QUEBEC,ALMA,QUEBEC,48.50861111,71.64138889,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,19,133056,UAS - Rotary Wing,ARA-TR-RPAS,ARA Robotique,ARA Robotique,COMMERCIAL,EXPERIMENTAL/TEST,YTF,ALMA,YTF,ALMA
156298,2022-09-01 18:35:00,NC4,GUELPH,ONTARIO,GUELPH,ONTARIO,43.56388889,80.19611111,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133052,AEROPLANE,UNKNOWN,UNKNOWN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,NC4,GUELPH,NC4,GUELPH
156292,2022-09-03 15:58:00,YQV,YORKTON MUNI,SASKATCHEWAN,YORKTON MUNI,CENTRAL,51.26472222,102.46138889,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,129547,AEROPLANE,PA-25-235,PIPER,MICCAR AERIAL,COMMERCIAL,APPLICATION,YQV,YORKTON MUNI,YQV,YORKTON MUNI
156290,2022-08-26 21:15:00,YOW,MacDonald-Cartier Intl,ONTARIO,Ottawa,ONTARIO,45.3225,75.66722222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,10,131118,AEROPLANE,DHC-8-400,BOMBARDIER,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YOW,MacDonald-Cartier Intl
156287,2022-09-04 15:05:00,YQM,Greater Moncton Romeo Lebalnc Intl,NEW BRUNSWICK,Moncton,ATLANTIC,46.11611111,64.67861111,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,UNKNOWN,0,17,129426,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YQM,Greater Moncton Romeo Lebalnc Intl
156285,2022-08-27 10:21:00,YVZ,Deer Lake,ONTARIO,Deer Lake,CENTRAL,52.38453889,94.38029444,SLUNG LOAD RELEASED (xii),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,133049,HELICOPTER,212,BELL HELICOPTER,Coldstream Helicopters Ltd. ,COMMERCIAL,CONSTRUCTION,YVZ,Deer Lake,YVZ,Deer Lake
156282,2022-08-31 22:38:00,YSF,STONY RAPIDS,SASKATCHEWAN,STONY RAPIDS,CENTRAL,59.25,105.83333333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,2,113093,AEROPLANE,B200,BEECH,TRANSWEST AIR,COMMERCIAL,AIR TRANSPORT,YVC,LA RONGE (BARBER FIELD),YSF,STONY RAPIDS
156281,2022-09-01 18:28:00,YPX,PUVIRNITUQ,QUEBEC,PUVIRNITUQ,QUEBEC,60.02146667,77.32798333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133046,HELICOPTER,429,BELL HELICOPTER,GOVERNMENT OF CANADA DEPARTMENT OF TRANSPORT,COMMERCIAL,HELISLINGING,YPX,PUVIRNITUQ,YPX,PUVIRNITUQ
156278,2022-08-31 19:05:00,JZ9,LA RONGE,SASKATCHEWAN,LA RONGE,CENTRAL,55.56,105.69333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,133038,HELICOPTER,205A-1,BELL HELICOPTER,GUARDIAN HELICOPTERS INC,COMMERCIAL,FIRE FIGHTING / FIRE MANAGEMENT,JZ9,LA RONGE,JZ9,LA RONGE
156277,2022-08-31 18:20:00,YAV,WINNIPEG/ST. ANDREWS,MANITOBA,WINNIPEG,CENTRAL,50.05611111,97.0325,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,6,133037,AEROPLANE,208 B,CESSNA,NORTHWAY AVIATION,COMMERCIAL,AIR TRANSPORT,YAV,WINNIPEG/ST. ANDREWS,ZNG,POPLAR RIVER
156276,2022-08-28 22:45:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,66,126049,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YXU,LONDON,YYZ,Lester B. Pearson Intl
156275,2022-06-01 10:20:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,74,132849,AEROPLANE,A320-214,AIRBUS,AIR CANADA ROUGE,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YFC,Fredericton Intl
156273,2022-08-27 13:15:00,KE6,THUNDER BAY,ONTARIO,THUNDER BAY,FOREIGN,48.37194444,89.32166667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,UNITED STATES,No,NONE,0,419,118014,AEROPLANE,777-300,BOEING,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYZ,Lester B. Pearson Intl
156268,2022-08-29 13:49:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,189,133034,AEROPLANE,A321-211,AIRBUS,AIR TRANSAT,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YYC,Calgary Intl
156267,2022-08-28 03:53:00,EN9,YELLOWKNIFE,NORTHWEST TERRITORIES,YELLOWKNIFE,WESTERN,62.46305555555556,114.44027777777777,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,120740,AEROPLANE,B200,BEECH,KEEWATIN AIR,COMMERCIAL,AIR TRANSPORT,YCO,KUGLUKTUK,EN9,YELLOWKNIFE
156266,2022-08-29 21:34:00,YUY,ROUYN-NORANDA,QUEBEC,ROUYN,QUEBEC,48.20611111,78.83555556,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,39,106215,AEROPLANE,737-200,BOEING,GLENCORE CANADA CORP,PRIVATE,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,YUY,ROUYN-NORANDA
156263,2022-08-27 04:41:00,YQR,Regina Intl,SASKATCHEWAN,Regina,CENTRAL,50.43222222,104.66611111,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,78,126981,AEROPLANE,737-800,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YQR,Regina Intl,YVR,Vancouver Intl
156261,2022-08-09 15:23:00,ZMD,MUSKRAT DAM,ONTARIO,MUSKRAT DAM,CENTRAL,53.43333333,91.76666667,COLLISION (x),INCIDENT REPORTABLE,CANADA,No,MINOR,0,3,132342,AEROPLANE,DHC-8-102,De Havilland Aircraft of Canada,WASAYA AIRWAYS,COMMERCIAL,AIR TRANSPORT,ZMD,MUSKRAT DAM,KA6,SIOUX LOOKOUT
156253,2022-08-25 13:48:00,YKJ,KEY LAKE,SASKATCHEWAN,KEY LAKE,CENTRAL,56.64444444,104.72222222,ENGINE (i),INCIDENT REPORTABLE,CANADA,Yes,MINOR,0,1,133023,HELICOPTER,206B,BELL HELICOPTER,HELICOPTER TRANSPORT SERVICES (CANADA),COMMERCIAL,FERRY,KC2,POINTS NORTH LANDING,YVC,LA RONGE (BARBER FIELD)
156252,2022-08-25 14:15:00,CX3,BROCKWAY,NEW BRUNSWICK,BROCKWAY,ATLANTIC,45.56666667,67.1,DRAGS ANY PART ON GROUND (v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,1,133026,AEROPLANE,AT-802,AIR TRACTOR,FOREST PROTECTION,COMMERCIAL,TRAINING,CX3,BROCKWAY,YFC,Fredericton Intl
156248,2022-08-21 03:19:00,ZJN,SWAN RIVER,MANITOBA,SWAN RIVER,CENTRAL,52.11666667,101.23333333,INCORRECT / CONTAMINATED FUEL(ix),INCIDENT REPORTABLE,CANADA,No,NONE,0,26,50134,AEROPLANE,SA-226-TC,SWEARINGEN,PERIMETER AVIATION,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,ZJN,SWAN RIVER
156246,2022-08-22 18:20:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,132,122761,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YYC,Calgary Intl
156239,2022-08-23 11:35:00,YQB,Jean Lesage Intl,QUEBEC,Quebec City,QUEBEC,46.791111111111114,71.39333333333335,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,16,123899,AEROPLANE,BA 32-12,BRITISH AEROSPACE,PASCAN AVIATION,COMMERCIAL,AIR TRANSPORT,YQB,Jean Lesage Intl,YGR,ÎLES-DE-LA-MADELEINE
156236,2022-08-20 15:05:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,129152,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YEG,Edmonton Intl,YQQ,COMOX
156230,2022-08-20 19:45:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,43,126049,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,PX8,SAULT STE. MARIE,YYZ,Lester B. Pearson Intl
156219,2022-08-12 16:39:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.17361111,79.935,RISK OF COLLISION (x),INCIDENT REPORTABLE,CANADA,No,NONE,0,183,50705,AEROPLANE,767-300,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,AIR TRANSPORT,YHM,HAMILTON,YVR,Vancouver Intl
156209,2022-08-07 14:59:00,YRT,RANKIN INLET,NUNAVUT,RANKIN INLET,CENTRAL,62.81055556,92.11472222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,7,123057,AEROPLANE,737-200,BOEING,NOLINOR AVIATION INC,COMMERCIAL,AIR TRANSPORT,YRT,RANKIN INLET,YVO,VAL-D'OR
156208,2022-08-11 14:20:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,123989,AEROPLANE,757-200,BOEING,MORNINGSTAR AIR EXPRESS INC,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YYZ,Lester B. Pearson Intl
156207,2022-08-11 09:30:00,YHZ,Stanfield Intl,NOVA SCOTIA,Halifax,ATLANTIC,44.87972222222223,63.51027777777777,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,6,133008,AEROPLANE,35A,LEARJET,TOP ACES INC.,COMMERCIAL,OTHER,YBG,BAGOTVILLE,YHZ,Stanfield Intl
156205,2022-08-11 12:10:00,YKZ,Buttonville Municipal,ONTARIO,Toronto,ONTARIO,43.86083333,79.36861111,LANDING GEAR RETRACTED/COLLAPSED(v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,1,133000,AEROPLANE,PA-28-180,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YKZ,Buttonville Municipal,YKZ,Buttonville Municipal
156200,2022-08-03 14:45:00,EN9,YELLOWKNIFE,NORTHWEST TERRITORIES,YELLOWKNIFE,WESTERN,62.46305555555556,114.44027777777777,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,110,49061,AEROPLANE,CL-215-1A10 (CL-215),CANADAIR,BUFFALO AIRWAYS LTD.,COMMERCIAL,FIRE FIGHTING / FIRE MANAGEMENT,EN9,YELLOWKNIFE,EN9,YELLOWKNIFE
156196,2022-08-09 16:50:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.17361111,79.935,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,41325,AEROPLANE,LANCASTER MK X,AVRO,CANADIAN WARPLANE HERITAGE,PRIVATE,DEMONSTRATION,YHM,HAMILTON,YHM,HAMILTON
156195,2022-08-05 01:30:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,42,132989,AEROPLANE,ATR 72-212A,ATR,CALM AIR,COMMERCIAL,AIR TRANSPORT,YWG,James Armstrong Richardson Intl,YRT,RANKIN INLET
156191,2022-08-07 00:29:00,YHZ,Stanfield Intl,NOVA SCOTIA,Halifax,ATLANTIC,44.87972222222223,63.51027777777777,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,123,129869,AEROPLANE,737-800,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YHZ,Stanfield Intl,YYZ,Lester B. Pearson Intl
156188,2022-08-07 21:40:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,133,51922,AEROPLANE,737-700,BOEING,WestJet Airlines Ltd,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YEG,Edmonton Intl
156186,2022-08-01 18:30:00,YFB,IQALUIT,NUNAVUT,IQALUIT,QUEBEC,63.75666667,68.55611111,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,36844,AEROPLANE,DHC-7 (DASH 7),DE HAVILLAND,GOVERNMENT OF CANADA DEPARTMENT OF TRANSPORT,COMMERCIAL,PHOTO/SURVEY,YFB,IQALUIT,YFB,IQALUIT
156185,2022-08-04 19:53:00,YYT,ST. JOHN'S INTL,NEWFOUNDLAND AND LABRADOR,ST. JOHN'S,ATLANTIC,47.61861111,52.7525,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,61,129944,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYT,ST. JOHN'S INTL,YHZ,Stanfield Intl
156184,2022-08-06 10:20:00,YVK,VERNON,BRITISH COLUMBIA,VERNON,PACIFIC,50.6435,118.289,SLUNG LOAD RELEASED (xii),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,132998,HELICOPTER,AS 350 B2,AEROSPATIALE,TALON HELICOPTERS LTD.,COMMERCIAL,HELISLINGING,YVK,VERNON,YVK,VERNON
156176,2022-08-03 17:30:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,58,129813,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YQU,GRANDE PRAIRIE,YYC,Calgary Intl
156173,2022-08-03 13:01:00,YSC,SHERBROOKE,QUEBEC,SHERBROOKE,QUEBEC,45.43861111,71.69138889,LANDING GEAR RETRACTED/COLLAPSED(v),INCIDENT REPORTABLE,CANADA,No,MINOR,0,2,38997,AEROPLANE,PA-28,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YSC,SHERBROOKE,YHU,St-Hubert
